,OTU,environmental_category,dsrab_type,supercluster,level1_taxon,level2_taxon,level3_taxon
5288,uncultured_bacterium__AB544555,Freshwater,Oxidative bacterial type DsrAB,, Chlorobi, Chlorobia, Chlorobiaceae
5289,uncultured_bacterium__AB544556,Freshwater,Oxidative bacterial type DsrAB,, Chlorobi, Chlorobia, Chlorobiaceae
5290,uncultured_bacterium__AB544557,Freshwater,Oxidative bacterial type DsrAB,, Chlorobi, Chlorobia, Chlorobiaceae
5291,uncultured_bacterium__AB544558,Freshwater,Oxidative bacterial type DsrAB,, Chlorobi, Chlorobia, Chlorobiaceae
5292,uncultured_bacterium__AB544559,Freshwater,Oxidative bacterial type DsrAB,, Chlorobi, Chlorobia, Chlorobiaceae
5293,uncultured_bacterium__AB544560,Freshwater,Oxidative bacterial type DsrAB,, Chlorobi, Chlorobia, Chlorobiaceae
5294,uncultured_bacterium__AB544561,Freshwater,Oxidative bacterial type DsrAB,, Chlorobi, Chlorobia, Chlorobiaceae
5295,uncultured_bacterium__AB544562,Freshwater,Oxidative bacterial type DsrAB,, Chlorobi, Chlorobia, Chlorobiaceae
5296,uncultured_bacterium__AB544563,Freshwater,Oxidative bacterial type DsrAB,, Chlorobi, Chlorobia, Chlorobiaceae
5297,uncultured_bacterium__AB544564,Freshwater,Oxidative bacterial type DsrAB,, Chlorobi, Chlorobia, Chlorobiaceae
5298,uncultured_bacterium__AB544565,Freshwater,Oxidative bacterial type DsrAB,, Chlorobi, Chlorobia, Chlorobiaceae
5299,uncultured_bacterium__AB544566,Freshwater,Oxidative bacterial type DsrAB,, Chlorobi, Chlorobia, Chlorobiaceae
5300,uncultured_bacterium__AB544567,Freshwater,Oxidative bacterial type DsrAB,, Chlorobi, Chlorobia, Chlorobiaceae
5301,uncultured_bacterium__AB544568,Freshwater,Oxidative bacterial type DsrAB,, Chlorobi, Chlorobia, Chlorobiaceae
5302,uncultured_bacterium__AB544569,Freshwater,Oxidative bacterial type DsrAB,, Chlorobi, Chlorobia, Chlorobiaceae
5303,uncultured_bacterium__AB544570,Freshwater,Oxidative bacterial type DsrAB,, Chlorobi, Chlorobia, Chlorobiaceae
5304,uncultured_bacterium__AB544571,Freshwater,Oxidative bacterial type DsrAB,, Chlorobi, Chlorobia, Chlorobiaceae
5305,uncultured_bacterium__AB544572,Freshwater,Oxidative bacterial type DsrAB,, Proteobacteria, Gammaproteobacteria, Gammaproteobacteria
5306,uncultured_bacterium__AB544573,Freshwater,Oxidative bacterial type DsrAB,, Proteobacteria, Gammaproteobacteria, Gammaproteobacteria
5307,uncultured_bacterium__AB544574,Freshwater,Oxidative bacterial type DsrAB,, Chlorobi, Chlorobia, Chlorobiaceae
5308,uncultured_bacterium__AB544575,Freshwater,Oxidative bacterial type DsrAB,, Chlorobi, Chlorobia, Chlorobiaceae
5309,uncultured_bacterium__AB544576,Freshwater,Oxidative bacterial type DsrAB,, Proteobacteria, Gammaproteobacteria, Gammaproteobacteria
5310,uncultured_bacterium__AB544577,Freshwater,Oxidative bacterial type DsrAB,, Chlorobi, Chlorobia, Chlorobiaceae
5311,uncultured_bacterium__AB544578,Freshwater,Oxidative bacterial type DsrAB,, Chlorobi, Chlorobia, Chlorobiaceae
5312,uncultured_bacterium__AB544579,Freshwater,Oxidative bacterial type DsrAB,, Chlorobi, Chlorobia, Chlorobiaceae
5313,uncultured_bacterium__AB544580,Freshwater,Oxidative bacterial type DsrAB,, Proteobacteria, Gammaproteobacteria, Gammaproteobacteria
5314,uncultured_bacterium__AB544581,Freshwater,Oxidative bacterial type DsrAB,, Chlorobi, Chlorobia, Chlorobiaceae
5315,uncultured_bacterium__AB544582,Freshwater,Oxidative bacterial type DsrAB,, Proteobacteria, Alphaproteobacteria, Alphaproteobacteria
5316,uncultured_bacterium__AB544583,Freshwater,Oxidative bacterial type DsrAB,, Chlorobi, Chlorobia, Chlorobiaceae
5317,uncultured_bacterium__AB544584,Freshwater,Oxidative bacterial type DsrAB,, Chlorobi, Chlorobia, Chlorobiaceae
5318,uncultured_bacterium__AB544585,Freshwater,Oxidative bacterial type DsrAB,, Chlorobi, Chlorobia, Chlorobiaceae
5319,uncultured_bacterium__AB544586,Freshwater,Oxidative bacterial type DsrAB,, Chlorobi, Chlorobia, Chlorobiaceae
5320,uncultured_bacterium__AB544587,Freshwater,Oxidative bacterial type DsrAB,, Chlorobi, Chlorobia, Chlorobiaceae
5321,uncultured_bacterium__AB544588,Freshwater,Oxidative bacterial type DsrAB,, Chlorobi, Chlorobia, Chlorobiaceae
5322,uncultured_bacterium__AB544589,Freshwater,Oxidative bacterial type DsrAB,, Chlorobi, Chlorobia, Chlorobiaceae
5323,uncultured_bacterium__AB544590,Freshwater,Oxidative bacterial type DsrAB,, Chlorobi, Chlorobia, Chlorobiaceae
5324,uncultured_bacterium__AB544591,Freshwater,Oxidative bacterial type DsrAB,, Chlorobi, Chlorobia, Chlorobiaceae
5325,uncultured_bacterium__AB544592,Freshwater,Oxidative bacterial type DsrAB,, Proteobacteria, Gammaproteobacteria, Gammaproteobacteria
5326,uncultured_bacterium__AB544593,Freshwater,Oxidative bacterial type DsrAB,, Chlorobi, Chlorobia, Chlorobiaceae
5327,uncultured_bacterium__AB544594,Freshwater,Oxidative bacterial type DsrAB,, Chlorobi, Chlorobia, Chlorobiaceae
5328,uncultured_bacterium__AB544595,Freshwater,Oxidative bacterial type DsrAB,, Proteobacteria, Gammaproteobacteria, Gammaproteobacteria
5329,uncultured_bacterium__AB544596,Freshwater,Oxidative bacterial type DsrAB,, Chlorobi, Chlorobia, Chlorobiaceae
5330,uncultured_bacterium__AB544597,Freshwater,Oxidative bacterial type DsrAB,, Proteobacteria, Gammaproteobacteria, Gammaproteobacteria
5331,uncultured_bacterium__AB544598,Freshwater,Oxidative bacterial type DsrAB,, Chlorobi, Chlorobia, Chlorobiaceae
5332,uncultured_bacterium__AB544599,Freshwater,Oxidative bacterial type DsrAB,, Proteobacteria, Gammaproteobacteria, Gammaproteobacteria
5333,uncultured_bacterium__AB544600,Freshwater,Oxidative bacterial type DsrAB,, Proteobacteria, Alphaproteobacteria, Alphaproteobacteria
5334,uncultured_bacterium__AB544601,Freshwater,Oxidative bacterial type DsrAB,, Chlorobi, Chlorobia, Chlorobiaceae
5335,uncultured_bacterium__AB544602,Freshwater,Oxidative bacterial type DsrAB,, Chlorobi, Chlorobia, Chlorobiaceae
5336,uncultured_bacterium__AB544603,Freshwater,Oxidative bacterial type DsrAB,, Chlorobi, Chlorobia, Chlorobiaceae
5337,uncultured_bacterium__AB544604,Freshwater,Oxidative bacterial type DsrAB,, Chlorobi, Chlorobia, Chlorobiaceae
5338,uncultured_bacterium__AB544605,Freshwater,Oxidative bacterial type DsrAB,, Chlorobi, Chlorobia, Chlorobiaceae
5339,uncultured_bacterium__AB544606,Freshwater,Oxidative bacterial type DsrAB,, Chlorobi, Chlorobia, Chlorobiaceae
5340,uncultured_bacterium__AB544607,Freshwater,Oxidative bacterial type DsrAB,, Chlorobi, Chlorobia, Chlorobiaceae
5341,uncultured_bacterium__AB544608,Freshwater,Oxidative bacterial type DsrAB,, Chlorobi, Chlorobia, Chlorobiaceae
5342,uncultured_bacterium__AB544609,Freshwater,Oxidative bacterial type DsrAB,, Chlorobi, Chlorobia, Chlorobiaceae
5343,uncultured_bacterium__AB544610,Freshwater,Oxidative bacterial type DsrAB,, Chlorobi, Chlorobia, Chlorobiaceae
5344,uncultured_bacterium__AB544611,Freshwater,Oxidative bacterial type DsrAB,, Chlorobi, Chlorobia, Chlorobiaceae
5345,uncultured_bacterium__AB544612,Freshwater,Oxidative bacterial type DsrAB,, Chlorobi, Chlorobia, Chlorobiaceae
5346,uncultured_bacterium__AB544613,Freshwater,Oxidative bacterial type DsrAB,, Chlorobi, Chlorobia, Chlorobiaceae
5347,uncultured_bacterium__AB544614,Freshwater,Oxidative bacterial type DsrAB,, Chlorobi, Chlorobia, Chlorobiaceae
5348,uncultured_bacterium__AB544615,Freshwater,Oxidative bacterial type DsrAB,, Chlorobi, Chlorobia, Chlorobiaceae
5349,uncultured_bacterium__AB544616,Freshwater,Oxidative bacterial type DsrAB,, Chlorobi, Chlorobia, Chlorobiaceae
5350,uncultured_bacterium__AB544617,Freshwater,Oxidative bacterial type DsrAB,, Chlorobi, Chlorobia, Chlorobiaceae
5351,uncultured_bacterium__AB544618,Freshwater,Oxidative bacterial type DsrAB,, Chlorobi, Chlorobia, Chlorobiaceae
5352,uncultured_bacterium__AB544619,Freshwater,Oxidative bacterial type DsrAB,, Chlorobi, Chlorobia, Chlorobiaceae
5353,uncultured_bacterium__AB544620,Freshwater,Oxidative bacterial type DsrAB,, Chlorobi, Chlorobia, Chlorobiaceae
5354,uncultured_bacterium__AB544621,Freshwater,Oxidative bacterial type DsrAB,, Chlorobi, Chlorobia, Chlorobiaceae
5355,uncultured_bacterium__AB544622,Freshwater,Oxidative bacterial type DsrAB,, Chlorobi, Chlorobia, Chlorobiaceae
5356,uncultured_bacterium__AB544623,Freshwater,Oxidative bacterial type DsrAB,, Chlorobi, Chlorobia, Chlorobiaceae
5357,uncultured_bacterium__AB544624,Freshwater,Oxidative bacterial type DsrAB,, Chlorobi, Chlorobia, Chlorobiaceae
5358,uncultured_bacterium__AB544625,Freshwater,Oxidative bacterial type DsrAB,, Chlorobi, Chlorobia, Chlorobiaceae
5359,uncultured_bacterium__AB544626,Freshwater,Oxidative bacterial type DsrAB,, Chlorobi, Chlorobia, Chlorobiaceae
5360,uncultured_bacterium__AB544627,Freshwater,Oxidative bacterial type DsrAB,, Chlorobi, Chlorobia, Chlorobiaceae
5361,uncultured_bacterium__AB544628,Freshwater,Oxidative bacterial type DsrAB,, Chlorobi, Chlorobia, Chlorobiaceae
5362,uncultured_bacterium__AB544629,Freshwater,Oxidative bacterial type DsrAB,, Chlorobi, Chlorobia, Chlorobiaceae
5363,uncultured_bacterium__AB544630,Freshwater,Oxidative bacterial type DsrAB,, Chlorobi, Chlorobia, Chlorobiaceae
5364,uncultured_bacterium__AB544631,Freshwater,Oxidative bacterial type DsrAB,, Chlorobi, Chlorobia, Chlorobiaceae
5365,uncultured_bacterium__AB544632,Freshwater,Oxidative bacterial type DsrAB,, Chlorobi, Chlorobia, Chlorobiaceae
5366,uncultured_bacterium__AB544633,Freshwater,Oxidative bacterial type DsrAB,, Chlorobi, Chlorobia, Chlorobiaceae
5367,uncultured_bacterium__AB544634,Freshwater,Oxidative bacterial type DsrAB,, Chlorobi, Chlorobia, Chlorobiaceae
5368,uncultured_bacterium__AB544635,Freshwater,Oxidative bacterial type DsrAB,, Chlorobi, Chlorobia, Chlorobiaceae
5369,uncultured_bacterium__AB544636,Freshwater,Oxidative bacterial type DsrAB,, Proteobacteria, Gammaproteobacteria, Gammaproteobacteria
5370,uncultured_bacterium__AB544637,Freshwater,Oxidative bacterial type DsrAB,, Chlorobi, Chlorobia, Chlorobiaceae
5371,uncultured_bacterium__AB544638,Freshwater,Oxidative bacterial type DsrAB,, Chlorobi, Chlorobia, Chlorobiaceae
5372,uncultured_bacterium__AB544639,Freshwater,Oxidative bacterial type DsrAB,, Chlorobi, Chlorobia, Chlorobiaceae
5373,uncultured_bacterium__AB544640,Freshwater,Oxidative bacterial type DsrAB,, Chlorobi, Chlorobia, Chlorobiaceae
5374,uncultured_bacterium__AB544641,Freshwater,Oxidative bacterial type DsrAB,, Chlorobi, Chlorobia, Chlorobiaceae
5375,uncultured_bacterium__AB544642,Freshwater,Oxidative bacterial type DsrAB,, Chlorobi, Chlorobia, Chlorobiaceae
5376,uncultured_bacterium__AB544643,Freshwater,Oxidative bacterial type DsrAB,, Chlorobi, Chlorobia, Chlorobiaceae
5377,uncultured_bacterium__AB544644,Freshwater,Oxidative bacterial type DsrAB,, Chlorobi, Chlorobia, Chlorobiaceae
5378,uncultured_bacterium__AB544645,Freshwater,Oxidative bacterial type DsrAB,, Chlorobi, Chlorobia, Chlorobiaceae
5379,uncultured_bacterium__AB544646,Freshwater,Oxidative bacterial type DsrAB,, Chlorobi, Chlorobia, Chlorobiaceae
5380,uncultured_bacterium__AB544647,Freshwater,Oxidative bacterial type DsrAB,, Chlorobi, Chlorobia, Chlorobiaceae
5381,uncultured_bacterium__AB544648,Freshwater,Oxidative bacterial type DsrAB,, Chlorobi, Chlorobia, Chlorobiaceae
5382,uncultured_bacterium__AB544649,Freshwater,Oxidative bacterial type DsrAB,, Chlorobi, Chlorobia, Chlorobiaceae
5383,uncultured_bacterium__AB544650,Freshwater,Oxidative bacterial type DsrAB,, Chlorobi, Chlorobia, Chlorobiaceae
5384,uncultured_bacterium__AB544651,Freshwater,Oxidative bacterial type DsrAB,, Chlorobi, Chlorobia, Chlorobiaceae
5385,uncultured_bacterium__AB544652,Freshwater,Oxidative bacterial type DsrAB,, Chlorobi, Chlorobia, Chlorobiaceae
5386,uncultured_bacterium__AB544653,Freshwater,Oxidative bacterial type DsrAB,, Chlorobi, Chlorobia, Chlorobiaceae
5387,uncultured_bacterium__AB544654,Freshwater,Oxidative bacterial type DsrAB,, Chlorobi, Chlorobia, Chlorobiaceae
5388,uncultured_bacterium__AB544655,Freshwater,Oxidative bacterial type DsrAB,, Chlorobi, Chlorobia, Chlorobiaceae
5389,uncultured_bacterium__AB544656,Freshwater,Oxidative bacterial type DsrAB,, Chlorobi, Chlorobia, Chlorobiaceae
5390,uncultured_bacterium__AB544657,Freshwater,Oxidative bacterial type DsrAB,, Chlorobi, Chlorobia, Chlorobiaceae
5391,uncultured_bacterium__AB544658,Freshwater,Oxidative bacterial type DsrAB,, Chlorobi, Chlorobia, Chlorobiaceae
5392,uncultured_bacterium__AB544659,Freshwater,Oxidative bacterial type DsrAB,, Chlorobi, Chlorobia, Chlorobiaceae
5393,uncultured_bacterium__AB544660,Freshwater,Oxidative bacterial type DsrAB,, Chlorobi, Chlorobia, Chlorobiaceae
5394,uncultured_bacterium__AB544661,Freshwater,Oxidative bacterial type DsrAB,, Chlorobi, Chlorobia, Chlorobiaceae
5395,uncultured_bacterium__AB544662,Freshwater,Oxidative bacterial type DsrAB,, Chlorobi, Chlorobia, Chlorobiaceae
5396,uncultured_bacterium__AB544663,Freshwater,Oxidative bacterial type DsrAB,, Chlorobi, Chlorobia, Chlorobiaceae
5397,uncultured_bacterium__AB544664,Freshwater,Oxidative bacterial type DsrAB,, Chlorobi, Chlorobia, Chlorobiaceae
5398,uncultured_bacterium__AB544665,Freshwater,Oxidative bacterial type DsrAB,, Chlorobi, Chlorobia, Chlorobiaceae
5399,uncultured_bacterium__AB544666,Freshwater,Oxidative bacterial type DsrAB,, Chlorobi, Chlorobia, Chlorobiaceae
5400,uncultured_bacterium__AB544667,Freshwater,Oxidative bacterial type DsrAB,, Chlorobi, Chlorobia, Chlorobiaceae
5401,uncultured_bacterium__AB544668,Freshwater,Oxidative bacterial type DsrAB,, Proteobacteria, Gammaproteobacteria, Gammaproteobacteria
5402,uncultured_bacterium__AB544669,Freshwater,Oxidative bacterial type DsrAB,, Chlorobi, Chlorobia, Chlorobiaceae
5403,uncultured_bacterium__AB544670,Freshwater,Oxidative bacterial type DsrAB,, Chlorobi, Chlorobia, Chlorobiaceae
5404,uncultured_bacterium__AB544671,Freshwater,Oxidative bacterial type DsrAB,, Chlorobi, Chlorobia, Chlorobiaceae
5405,uncultured_bacterium__AB544672,Freshwater,Oxidative bacterial type DsrAB,, Chlorobi, Chlorobia, Chlorobiaceae
5406,uncultured_bacterium__AB544673,Freshwater,Oxidative bacterial type DsrAB,, Proteobacteria, Gammaproteobacteria, Gammaproteobacteria
5407,uncultured_bacterium__AB544674,Freshwater,Oxidative bacterial type DsrAB,, Proteobacteria, Alphaproteobacteria, Alphaproteobacteria
5408,uncultured_bacterium__AB544675,Freshwater,Oxidative bacterial type DsrAB,, Proteobacteria, Gammaproteobacteria, Gammaproteobacteria
5409,uncultured_bacterium__AB544676,Freshwater,Oxidative bacterial type DsrAB,, Chlorobi, Chlorobia, Chlorobiaceae
5410,uncultured_bacterium__AB544677,Freshwater,Oxidative bacterial type DsrAB,, Chlorobi, Chlorobia, Chlorobiaceae
5411,uncultured_bacterium__AB544678,Freshwater,Oxidative bacterial type DsrAB,, Chlorobi, Chlorobia, Chlorobiaceae
5412,uncultured_bacterium__AB544679,Freshwater,Oxidative bacterial type DsrAB,, Chlorobi, Chlorobia, Chlorobiaceae
5413,uncultured_bacterium__AB544680,Freshwater,Oxidative bacterial type DsrAB,, Proteobacteria, Gammaproteobacteria, Gammaproteobacteria
5414,uncultured_bacterium__AB544681,Freshwater,Oxidative bacterial type DsrAB,, Chlorobi, Chlorobia, Chlorobiaceae
5415,uncultured_bacterium__AB544682,Freshwater,Oxidative bacterial type DsrAB,, Chlorobi, Chlorobia, Chlorobiaceae
5416,uncultured_bacterium__AB544683,Freshwater,Oxidative bacterial type DsrAB,, Chlorobi, Chlorobia, Chlorobiaceae
5417,uncultured_bacterium__AB544684,Freshwater,Oxidative bacterial type DsrAB,, Chlorobi, Chlorobia, Chlorobiaceae
5418,uncultured_bacterium__AB544685,Freshwater,Oxidative bacterial type DsrAB,, Chlorobi, Chlorobia, Chlorobiaceae
5419,uncultured_bacterium__AB544686,Freshwater,Oxidative bacterial type DsrAB,, Chlorobi, Chlorobia, Chlorobiaceae
5420,uncultured_bacterium__AB544687,Freshwater,Oxidative bacterial type DsrAB,, Chlorobi, Chlorobia, Chlorobiaceae
5421,uncultured_bacterium__AB544688,Freshwater,Oxidative bacterial type DsrAB,, Chlorobi, Chlorobia, Chlorobiaceae
5422,uncultured_bacterium__AB544689,Freshwater,Oxidative bacterial type DsrAB,, Proteobacteria, Gammaproteobacteria, Gammaproteobacteria
5423,uncultured_bacterium__AB544690,Freshwater,Oxidative bacterial type DsrAB,, Chlorobi, Chlorobia, Chlorobiaceae
5424,uncultured_bacterium__AB544691,Freshwater,Oxidative bacterial type DsrAB,, Chlorobi, Chlorobia, Chlorobiaceae
5425,uncultured_bacterium__AB544692,Freshwater,Oxidative bacterial type DsrAB,, Chlorobi, Chlorobia, Chlorobiaceae
5426,uncultured_bacterium__AB544693,Freshwater,Oxidative bacterial type DsrAB,, Chlorobi, Chlorobia, Chlorobiaceae
5427,uncultured_bacterium__AB544694,Freshwater,Oxidative bacterial type DsrAB,, Chlorobi, Chlorobia, Chlorobiaceae
5428,uncultured_bacterium__AB544695,Freshwater,Oxidative bacterial type DsrAB,, Chlorobi, Chlorobia, Chlorobiaceae
5429,uncultured_bacterium__AB544696,Freshwater,Oxidative bacterial type DsrAB,, Chlorobi, Chlorobia, Chlorobiaceae
5430,uncultured_bacterium__AB544697,Freshwater,Oxidative bacterial type DsrAB,, Chlorobi, Chlorobia, Chlorobiaceae
5431,uncultured_bacterium__AB544698,Freshwater,Oxidative bacterial type DsrAB,, Chlorobi, Chlorobia, Chlorobiaceae
5432,uncultured_bacterium__AB544699,Freshwater,Oxidative bacterial type DsrAB,, Chlorobi, Chlorobia, Chlorobiaceae
5433,uncultured_bacterium__AB544700,Freshwater,Oxidative bacterial type DsrAB,, Chlorobi, Chlorobia, Chlorobiaceae
5434,uncultured_bacterium__AB544701,Freshwater,Oxidative bacterial type DsrAB,, Chlorobi, Chlorobia, Chlorobiaceae
5435,uncultured_bacterium__AB544702,Freshwater,Oxidative bacterial type DsrAB,, Chlorobi, Chlorobia, Chlorobiaceae
5436,uncultured_bacterium__AB544703,Freshwater,Oxidative bacterial type DsrAB,, Chlorobi, Chlorobia, Chlorobiaceae
5437,uncultured_bacterium__AB544704,Freshwater,Oxidative bacterial type DsrAB,, Chlorobi, Chlorobia, Chlorobiaceae
5438,uncultured_bacterium__AB544705,Freshwater,Oxidative bacterial type DsrAB,, Chlorobi, Chlorobia, Chlorobiaceae
5439,uncultured_bacterium__AB544706,Freshwater,Oxidative bacterial type DsrAB,, Chlorobi, Chlorobia, Chlorobiaceae
5440,uncultured_bacterium__AB544707,Freshwater,Oxidative bacterial type DsrAB,, Chlorobi, Chlorobia, Chlorobiaceae
5441,uncultured_bacterium__AB544708,Freshwater,Oxidative bacterial type DsrAB,, Chlorobi, Chlorobia, Chlorobiaceae
5442,uncultured_bacterium__AB544709,Freshwater,Oxidative bacterial type DsrAB,, Chlorobi, Chlorobia, Chlorobiaceae
